MatOldNew	PairNum	Deck1Feedback	Deck2Feedback	Pay1Back	Pay1BackTrial	Mat1Back	DelayDecks	SwitchDecks	Switch1Back	Sub	Trial	Pay	RT	Resp	ChosenSide	choice	Stay
1	1	0.2	0.8	1	0.6	0	0	0	1	24	5	0.8	479.180227965117	j	1	1	1
1	2	1	0	0.6	0.2	0	2	1	1	24	6	0	691.661103162915	k	2	1	0
0	1	-0	0.6	0.8	1	1	1	1	0	24	7	0.6	545.775040984154	k	2	1	1
1	1	0.2	0.6	0.6	0	0	0	0	1	24	8	0.6	678.284289781004	k	2	1	1
0	2	0.8	0.4	0	0.8	0	2	1	1	24	9	0.8	507.096488960087	j	1	0	0
0	2	1	0.6	0.8	0.6	0	0	0	1	24	10	1	577.238008845598	j	1	0	1
1	1	0.8	0	0.6	0.6	1	2	1	0	24	11	0	486.279731150717	k	2	1	1
0	1	0.4	0.4	0	1	1	0	0	1	24	12	0.4	643.331460189074	k	2	1	1
0	2	0	0.4	1	0.8	1	2	1	0	24	13	0	456.764042843133	j	1	0	1
0	2	0.2	1	0	0.4	0	0	0	1	24	14	1	788.947223220021	j	1	1	0
0	2	0.2	0.6	1	0	1	0	0	0	24	15	0.6	681.633896194398	j	1	1	1
0	2	0.4	0.4	0.6	1	1	0	0	0	24	16	0.4	814.799705054611	k	2	1	1
1	2	0	0.6	0.4	0.6	0	0	0	0	24	17	0.6	709.063334856182	j	1	1	1
0	1	0	0.6	0.4	0	0	5	1	0	24	18	0	738.488228991628	j	1	0	0
1	2	0.8	1	0.6	0.4	0	1	1	0	24	19	0.8	558.727579191327	j	1	0	0
1	2	0.6	0.4	0.8	0	1	0	0	1	24	20	0.6	563.471218571067	k	2	0	1
1	2	0.6	0.2	0.6	0.8	0	0	0	0	24	21	0.2	521.760812029243	k	2	1	0
1	1	0.4	0.4	0	0.6	0	3	1	1	24	22	0.4	716.807319317013	j	1	1	0
1	2	0.4	0.4	0.2	0.6	0	1	1	0	24	23	0.4	708.578309975564	j	1	1	1
0	1	0.6	0	0.4	0.2	1	1	1	1	24	24	0.6	553.171689622104	j	1	0	0
0	1	0.4	0.8	0.6	0.4	0	0	0	1	24	25	0.4	549.91924809292	j	1	0	1
0	2	0.4	0.6	0.4	0.4	1	2	1	1	24	26	0.4	643.816377967596	j	1	0	0
1	2	0.2	0.8	0.4	0.4	0	0	0	1	24	27	0.2	623.700333759189	k	2	0	1
1	1	0.4	0.4	0.4	0.6	0	2	1	0	24	28	0.4	397.325220052153	k	2	1	0
0	1	0.2	0.4	0.4	0.2	1	0	0	1	24	29	0.4	746.180493850261	j	1	1	1
1	2	0	0.4	0.2	0.4	0	2	1	0	24	30	0.4	503.253657370806	j	1	1	0
0	1	0.2	0.8	0.4	0.4	0	1	1	0	24	31	0.2	659.292109776288	j	1	0	0
0	2	0.8	0.4	0.4	0.4	1	1	1	1	24	32	0.8	657.872010953724	j	1	0	0
1	2	0.6	0.8	0.8	0.2	1	0	0	1	24	33	0.6	423.031373880804	j	1	0	1
1	1	0.4	0.4	0.2	0.4	0	2	1	1	24	34	0.4	628.196112811565	j	1	1	0
1	1	0.2	0.8	0.4	0.6	1	0	0	1	24	35	0.8	536.371970083565	j	1	1	1
0	1	0	0.4	0.8	0.4	1	0	0	0	24	36	0.4	534.480188973248	j	1	1	1
1	2	0.8	0.6	0.6	0.8	0	3	1	0	24	37	0.8	682.928750291467	k	2	0	1
0	1	0.2	0.8	0.4	0.8	0	1	1	0	24	38	0.2	720.600654836744	j	1	0	0
1	1	-0	0.4	0.2	0.8	0	0	0	1	24	39	-0	638.181818649173	k	2	0	1
1	2	0.4	0.4	0.8	0.4	0	2	1	1	24	40	0.4	666.580424178392	k	2	0	1
1	2	0.4	0.8	0.4	-0	1	0	0	1	24	41	0.4	719.166673254222	j	1	0	1
0	2	0	0.4	0.4	0.4	0	0	0	0	24	42	0.4	725.094376597553	j	1	1	0
0	2	0	-0	0.4	0.4	0	0	0	0	24	43	-0	584.164955187589	k	2	1	1
0	2	0.6	0.6	-0	0.4	0	0	0	0	24	44	0.6	853.921303991228	k	2	0	0
0	1	0.4	0.6	-0	0.2	1	5	1	0	24	45	0.4	683.382106013596	j	1	0	1
0	1	0.4	0.2	0.4	0.6	0	0	0	1	24	46	0.4	560.202214866877	j	1	0	1
1	2	0	0.4	0.6	-0	1	2	1	0	24	47	0	596.77335806191	k	2	0	1
0	2	0	0.2	0	0.4	0	0	0	1	24	48	0.2	588.874808978289	k	2	1	0
1	2	1	0.2	0.2	0	1	0	0	0	24	49	1	416.504428721964	k	2	0	0
1	2	-0	0.2	1	0.2	1	0	0	0	24	50	-0	469.56227812916	k	2	0	1
1	2	0	0	-0	1	1	0	0	0	24	51	0	714.078705757856	k	2	0	1
0	1	0.4	0.8	0.4	0.4	0	5	1	0	24	52	0.8	751.801724079996	j	1	1	0
0	2	0.6	0.4	0	-0	1	1	1	0	24	53	0.4	524.5366608724	j	1	1	0
0	2	0.2	0	0.4	0.8	0	0	0	1	24	54	0	554.44152886048	j	1	1	1
1	1	0.4	-0	0.8	0	0	2	1	1	24	55	0.4	822.728727944195	j	1	0	0
0	1	0	0.4	0.4	0	1	0	0	1	24	56	0	621.397956740111	k	2	0	1
1	2	0.6	-0	0	0.4	1	2	1	0	24	57	0.6	767.896555829793	k	2	0	0
1	1	0.8	0.2	0	0.4	0	1	1	0	24	58	0.2	598.956233356148	j	1	1	0
0	2	0.2	0.6	0.6	0	1	1	1	1	24	59	0.2	467.279374133795	j	1	0	1
1	1	0.8	0.6	0.2	0.6	1	1	1	1	24	60	0.8	449.61914094165	j	1	0	0
1	1	1	-0	0.8	0.2	1	0	0	1	24	61	-0	614.192865788937	j	1	1	0
1	1	0.4	0.4	-0	0.8	1	0	0	0	24	62	0.4	347.64710906893	k	2	0	0
0	2	0.4	0	0.2	0.2	0	3	1	1	24	63	0.4	504.676106851548	k	2	0	1
0	1	0.8	0.6	0.4	-0	1	1	1	0	24	64	0.6	484.171515330672	k	2	1	0
1	2	0.6	0.2	0.4	0.4	0	1	1	1	24	65	0.6	338.766936212778	j	1	0	1
1	1	0.6	0.4	0.6	0.4	0	1	1	1	24	66	0.4	350.455353967845	k	2	1	1
0	2	0.4	0.2	0.6	0.6	0	1	1	1	24	67	0.2	229.024833999574	k	2	1	0
1	1	0.6	0.2	0.4	0.6	1	1	1	1	24	68	0.2	737.12250823155	j	1	1	1
1	2	0.8	0.4	0.2	0.4	1	1	1	1	24	69	0.4	637.854226399213	j	1	1	1
0	2	0.4	0.4	0.4	0.2	0	0	0	1	24	70	0.4	515.87480911985	k	2	0	0
1	2	0.4	1	0.4	0.4	0	0	0	0	24	71	0.4	400.513879023492	k	2	0	1
0	1	0.6	0	0.2	0.2	1	3	1	1	24	72	0.6	502.495358232409	k	2	0	0
1	2	0.6	0.2	0.4	0.4	0	1	1	0	24	73	0.6	362.297349143773	j	1	0	1
0	1	0.8	0	0.6	0.4	0	1	1	1	24	74	0.8	463.66319200024	j	1	0	1
1	2	0.8	0.6	0.6	0.6	0	1	1	1	24	75	0.8	652.701252140105	j	1	0	1
0	1	0.6	0	0.8	0.6	0	1	1	1	24	76	0.6	474.581171292812	k	2	0	1
0	2	0.8	0.6	0.8	0.8	0	1	1	1	24	77	0.8	423.50060492754	k	2	0	1
1	1	1	0	0.6	0.8	0	1	1	1	24	78	1	508.461710065603	k	2	0	1
1	2	0.6	0.2	0.8	0.6	1	1	1	1	24	79	0.6	378.146700095385	j	1	0	1
0	1	0.2	0.2	1	0.8	1	1	1	1	24	80	0.2	398.560380097479	j	1	0	1
0	2	0.6	0.4	0.6	1	0	1	1	1	24	81	0.6	483.60460717231	k	2	0	1
0	1	0.6	0.4	0.2	0.6	0	1	1	1	24	82	0.6	386.371487751603	j	1	0	1
0	1	0.2	0.8	0.6	0.6	0	0	0	1	24	83	0.2	542.232795152813	k	2	0	1
0	2	0.8	1	0.6	0.2	1	2	1	1	24	84	0.8	546.732065267861	j	1	0	1
1	2	0.2	0	0.8	0.2	0	0	0	1	24	85	0.2	616.054855287075	j	1	0	1
0	1	0.6	0.4	0.2	0.6	0	2	1	0	24	86	0.6	702.52747926861	k	2	0	1
0	1	0	0.8	0.6	0.2	0	0	0	1	24	87	0.8	473.887469153851	j	1	1	0
1	2	1	0.6	0.2	0.8	0	2	1	0	24	88	0.6	623.166179284453	k	2	1	0
0	2	1	0.8	0.6	0.8	0	0	0	1	24	89	0.8	692.336321342736	j	1	1	1
1	2	1	0.6	0.8	0.6	1	0	0	0	24	90	0.6	562.353814020753	k	2	1	1
1	2	0.2	0.8	0.6	0.8	0	0	0	0	24	91	0.8	613.038865849376	j	1	1	1
1	1	0.6	0.4	0.8	0.6	0	4	1	0	24	92	0.4	472.925638779998	j	1	1	1
0	2	0.6	0.6	0.8	0.6	0	1	1	0	24	93	0.6	535.093883052468	k	2	1	1
0	2	0.6	0.4	0.6	0.4	0	0	0	1	24	94	0.4	549.477347172797	k	2	1	1
0	1	0.4	0.2	0.4	0.8	1	2	1	1	24	95	0.4	450.051673687994	j	1	0	0
1	1	0	0.8	0.4	0.4	0	0	0	1	24	96	0.8	598.711199127138	j	1	1	0
1	2	0.2	1	0.4	0.6	0	2	1	0	24	97	1	548.117449041456	j	1	1	1
1	2	0	0	1	0.8	0	0	0	1	24	98	0	592.801199760288	k	2	1	1
0	1	0	1	0.8	0.4	1	2	1	0	24	99	1	831.921482924372	k	2	1	1
0	1	0.2	0.8	1	0	0	0	0	1	24	100	0.8	530.010494403541	j	1	1	1
1	2	0.4	0.2	0	1	0	2	1	0	24	101	0.2	424.475137609988	k	2	1	1
1	2	0	0.6	0.2	0.8	1	0	0	1	24	102	0	654.031069017947	j	1	0	0
0	2	0	0.8	0	0.2	0	0	0	0	24	103	0.8	795.005714055151	j	1	1	0
1	2	0.8	0.8	0.8	0	1	0	0	0	24	104	0.8	519.375195261091	k	2	1	1
0	1	0.6	0.4	0.8	1	0	4	1	0	24	105	0.4	452.919699717313	j	1	1	1
1	1	0.4	0.4	0.4	0.8	0	0	0	1	24	106	0.4	443.585429806262	k	2	0	0
0	1	0.4	0.6	0.4	0.4	1	0	0	0	24	107	0.4	582.893128041178	j	1	0	1
0	2	0.2	1	0.8	0.8	0	3	1	0	24	108	1	588.054710999131	j	1	1	1
0	2	0.2	1	1	0.4	0	0	0	1	24	109	1	505.143420770764	j	1	1	1
0	1	1	0.8	0.4	0.4	0	2	1	0	24	110	0.8	647.038004361093	k	2	1	0
0	2	0	0.8	1	1	0	1	1	0	24	111	0.8	540.533353108913	j	1	1	1
0	2	0.2	0.2	0.8	0.8	0	0	0	1	24	112	0.2	578.076118137687	k	2	1	1
0	1	0.4	0.2	0.8	1	0	2	1	1	24	113	0.4	735.170921310782	j	1	0	0
0	2	0.2	0.8	0.2	0.8	0	1	1	0	24	114	0.8	475.514558143914	k	2	1	1
0	2	0.8	0.4	0.8	0.4	1	0	0	1	24	115	0.4	384.274953044951	j	1	1	1
1	2	0.2	0.2	0.4	0.8	0	0	0	0	24	116	0.2	484.390086960047	j	1	1	1
0	1	0.6	0	0.4	0.2	0	3	1	1	24	117	0.6	643.185622058809	j	1	0	1
0	1	0.8	0.4	0.6	0.2	0	0	0	1	24	118	0.8	471.471862867475	j	1	0	1
0	1	0.6	0.6	0.8	0.6	0	0	0	0	24	119	0.6	445.105179212987	j	1	0	1
1	2	0	0.2	0.2	0.4	0	3	1	0	24	120	0	368.901235051453	k	2	0	0
1	1	0.2	0	0.6	0.8	0	1	1	0	24	121	0.2	415.160020813346	j	1	0	1
0	1	0.2	0.4	0.2	0	1	0	0	1	24	122	0.2	451.087716035545	j	1	0	1
1	2	0	-0	0	0.6	0	2	1	1	24	123	-0	497.44972307235	k	2	1	0
0	2	0.6	0	-0	0.2	1	0	0	1	24	124	0	351.804090663791	k	2	1	1
1	1	0.4	0.4	0.2	0.2	0	2	1	0	24	125	0.4	754.677759949118	k	2	1	0
0	1	0.4	0.4	0.4	0	1	0	0	1	24	126	0.4	640.473704319447	k	2	1	1
0	1	0.4	0	0.4	0.4	0	0	0	0	24	127	0	644.566288683563	k	2	1	1
0	1	-0	0.6	0	0.4	0	0	0	0	24	128	-0	538.888104725629	j	1	0	0
1	2	0	0.2	0	-0	0	4	1	0	24	129	0	416.726787108928	j	1	0	0
0	2	0	-0	0	-0	0	0	0	1	24	130	0	740.460879169405	j	1	0	1
1	2	0	0.2	0	0	1	0	0	0	24	131	0.2	722.059953957796	j	1	1	0
1	2	0.2	0.2	0.2	0	1	0	0	0	24	132	0.2	511.063165962696	k	2	0	0
0	1	0.8	0.4	-0	0	0	4	1	0	24	133	0.8	548.244337085634	k	2	0	1
1	2	0	0.2	0.2	0.2	0	1	1	0	24	134	0	624.171068891883	j	1	0	1
0	1	0.4	0.6	0.8	0.2	0	1	1	1	24	135	0.4	446.983639150858	j	1	0	1
1	1	0.6	0.8	0.4	0	0	0	0	1	24	136	0.6	611.538493074477	k	2	0	1
0	2	-0	0.4	0	0.8	1	2	1	1	24	137	0.4	512.776765041053	j	1	1	0
0	1	0.6	0.2	0.6	0.4	1	1	1	0	24	138	0.6	429.942748043686	j	1	0	1
1	2	1	0.2	0.4	0.6	1	1	1	1	24	139	1	722.173876129091	j	1	0	0
0	2	0	0.8	1	0.6	0	0	0	1	24	140	0	456.31773211062	k	2	0	1
0	1	0.6	0.2	0.6	0.4	0	2	1	1	24	141	0.6	717.184036970139	j	1	0	1
0	2	0.2	0.8	0	1	1	1	1	0	24	142	0.2	650.381270796061	j	1	0	1
0	2	0	0.6	0.2	0.6	1	0	0	1	24	143	0.6	743.336988147348	j	1	1	0
0	2	0.2	-0	0.6	0.2	1	0	0	0	24	144	-0	389.127149246633	j	1	1	1
0	1	0.8	0.6	0.6	0	0	3	1	1	24	145	0.8	776.943658944219	k	2	0	1
1	1	0.8	0.4	0.8	-0	0	0	0	1	24	146	0.8	589.865132234991	j	1	0	1
0	1	0.2	0.6	0.8	0.8	1	0	0	0	24	147	0.2	645.306649617851	k	2	0	1
0	1	0.2	1	0.2	0.8	0	0	0	0	24	148	0.2	617.116504814476	j	1	0	1
0	2	0	1	-0	0.6	1	4	1	0	24	149	1	814.478011801839	j	1	1	1
0	2	0.6	-0	1	0.2	0	0	0	1	24	150	-0	596.35348059237	k	2	1	1
1	1	0	0.2	0.2	0.2	0	2	1	0	24	151	0.2	864.394904114306	j	1	1	0
1	2	0.2	0.6	-0	1	1	1	1	0	24	152	0.6	478.45525899902	j	1	1	1
1	1	0.6	0.4	0.2	-0	1	1	1	1	24	153	0.6	523.524126037955	j	1	0	0
1	2	0.4	0.6	0.6	0.2	1	1	1	1	24	154	0.6	888.26361997053	k	2	1	1
0	1	0.4	0.8	0.6	0.6	1	1	1	1	24	155	0.8	508.114649914205	j	1	1	0
1	2	1	0.6	0.6	0.6	0	1	1	1	24	156	0.6	497.930906247348	k	2	1	1
1	1	0	0.6	0.8	0.6	0	1	1	1	24	157	0.6	581.923557911068	k	2	1	1
1	1	0.8	0.6	0.6	0.6	1	0	0	1	24	158	0.6	540.342282038182	k	2	1	1
1	2	1	0.6	0.6	0.8	1	2	1	1	24	159	0.6	552.697216160595	j	1	1	1
0	1	0.4	0.6	0.6	0.6	1	1	1	0	24	160	0.6	366.21358897537	j	1	1	1
0	2	-0	0.6	0.6	0.6	1	1	1	1	24	161	0.6	645.265760831535	j	1	1	1
1	2	0.6	0.4	0.6	0.6	1	0	0	1	24	162	0.4	583.433627150953	j	1	1	1
1	2	0.6	0.4	0.4	0.6	0	0	0	0	24	163	0.6	502.924796659499	j	1	0	0
1	2	0.6	0.8	0.6	0.4	1	0	0	0	24	164	0.6	468.185212928802	k	2	0	1
1	1	0.4	0.4	0.6	0.6	0	4	1	1	24	165	0.4	839.215510059148	k	2	0	0
1	2	0.8	0.4	0.6	0.6	1	1	1	0	24	166	0.8	382.381194271147	j	1	0	1
0	2	0.2	0.8	0.8	0.4	1	0	0	1	24	167	0.2	650.96371807158	k	2	0	1
1	1	0.6	1	0.4	0.6	1	2	1	1	24	168	0.6	488.145792856812	j	1	0	1
0	2	0.4	0.2	0.2	0.8	0	1	1	0	24	169	0.2	588.08978414163	k	2	1	0
1	1	0.8	0.4	0.6	0.2	1	1	1	1	24	170	0.8	562.768508214504	j	1	0	1
1	1	0.2	0.4	0.8	0.2	1	0	0	1	24	171	0.2	431.472570635378	j	1	0	1
0	1	-0	0.6	0.2	0.8	1	0	0	0	24	172	-0	452.952949795872	j	1	0	1
1	1	0.2	0	-0	0.2	0	0	0	0	24	173	0	472.001736983657	j	1	1	0
1	1	1	-0	0	-0	1	0	0	0	24	174	1	477.094575297087	j	1	0	0
0	2	0.4	0.2	0.2	0.6	0	5	1	1	24	175	0.4	836.686248891056	j	1	0	0
0	1	1	0.2	1	0	1	1	1	0	24	176	1	384.953823406249	j	1	0	1
1	2	0.2	0	0.4	1	1	1	1	1	24	177	0.2	573.591139167547	k	2	0	1
1	2	1	1	0.2	1	1	0	0	1	24	178	1	570.891659706831	k	2	1	0
1	1	1	0	1	0.4	0	2	1	1	24	179	1	408.326881937683	k	2	0	1
1	1	0.4	0	1	1	1	0	0	1	24	180	0.4	555.608675349504	j	1	0	1
1	1	0.4	0	0.4	1	1	0	0	0	24	181	0.4	434.357321355492	k	2	0	1
0	1	-0	0.2	0.4	0.4	1	0	0	0	24	182	-0	386.243560817093	k	2	0	1
0	2	1	1	1	0.2	1	4	1	0	24	183	1	637.710711918771	k	2	0	0
1	2	0.6	0.4	1	-0	0	0	0	1	24	184	0.6	548.778350930661	k	2	0	1
1	1	0.4	0	-0	0.4	0	2	1	0	24	185	0	503.935252316296	k	2	1	0
1	1	0.6	0.8	0	0.6	1	0	0	1	24	186	0.8	494.837838225067	k	2	1	1
1	1	0	0.4	0.8	0	1	0	0	0	24	187	0.4	498.535695020109	k	2	1	1
0	2	0.8	0.4	0.6	1	1	3	1	0	24	188	0.4	678.832641802728	k	2	1	0
0	1	0.2	0	0.4	0.8	1	1	1	0	24	189	0	893.950994126499	j	1	1	1
0	2	0.2	0.8	0.4	0.4	1	1	1	1	24	190	0.2	393.702237401158	k	2	0	0
1	2	-0	0.2	0.2	0	1	0	0	1	24	191	-0	592.626477126032	k	2	0	1
0	2	0	0	-0	0.2	1	0	0	0	24	192	0	605.390273965895	k	2	1	0
1	2	0	0.4	0	-0	1	0	0	0	24	193	0.4	433.723280206323	j	1	1	1
0	1	0.8	0.6	0	0.4	0	4	1	1	24	194	0.6	550.943173002452	k	2	1	1
0	2	0	0.8	0.4	0	1	1	1	0	24	195	0.8	388.596302829683	j	1	1	1
1	1	0.6	0.6	0.6	0.4	0	1	1	1	24	196	0.6	513.288541696966	j	1	1	1
1	1	0.4	0.4	0.6	0.8	1	0	0	1	24	197	0.4	462.870155926794	j	1	1	1
1	2	0.4	0.4	0.8	0.6	1	2	1	1	24	198	0.4	491.36857688427	k	2	1	1
0	2	0.4	0	0.4	0.4	0	0	0	1	24	199	0	463.997705839574	k	2	1	1
1	1	0.6	0.6	0.4	0.6	1	2	1	0	24	200	0.6	541.904211044312	j	1	1	1
0	2	0	0.4	0	0.4	0	1	1	0	24	201	0	651.105013210326	j	1	0	0
0	1	0.6	0.6	0.6	0	1	1	1	1	24	202	0.6	527.965222951025	j	1	1	1
0	2	1	0.6	0	0.6	1	1	1	1	24	203	0.6	476.639715023339	j	1	1	0
1	1	0	0	0.6	0	0	1	1	1	24	204	0	434.388707857579	j	1	1	1
1	1	1	0.6	0	0.6	1	0	0	1	24	205	0.6	478.885407093912	j	1	1	1
1	2	0.6	-0	0.6	0.6	1	2	1	1	24	206	0.6	675.642923917621	j	1	0	0
1	2	0.2	0.2	0.6	0.6	1	0	0	1	24	207	0.2	610.1278308779	k	2	0	1
1	1	0.2	0	0.6	0	1	2	1	0	24	208	0	503.294282127172	j	1	1	1
1	1	0.4	0.6	0	0.2	1	0	0	1	24	209	0.4	467.317682225257	k	2	0	0
1	2	0.6	0	0.2	0.6	1	2	1	0	24	210	0.6	633.501124102622	j	1	0	1
1	1	1	0.6	0.4	0	1	1	1	0	24	211	1	445.492552127689	k	2	0	1
1	2	1	0	0.6	0.4	0	1	1	1	24	212	1	394.647385925055	j	1	0	1
1	1	0.4	0.2	1	0.6	1	1	1	1	24	213	0.4	447.510056197643	j	1	0	1
1	1	0.6	0.2	0.4	1	1	0	0	1	24	214	0.6	508.983836974949	j	1	0	1
1	2	0.4	0	1	1	0	2	1	1	24	215	0.4	601.97464004159	j	1	0	1
0	1	0.4	0.4	0.6	0.4	1	1	1	0	24	216	0.4	551.667383871973	j	1	0	1
1	2	0.4	0.2	0.4	0.6	1	1	1	1	24	217	0.4	428.281976375729	k	2	0	1
0	1	0.6	0.2	0.4	0.4	0	1	1	1	24	218	0.6	617.166343145072	k	2	0	1
1	2	0.2	0.4	0.4	0.4	0	1	1	1	24	219	0.4	798.052713274956	j	1	1	0
1	2	0.6	0.6	0.4	0.6	1	0	0	1	24	220	0.6	652.022663969547	k	2	1	1
0	2	0.4	0.4	0.6	0.4	0	0	0	0	24	221	0.4	649.098108056933	j	1	1	1
0	2	0.4	0.8	0.4	0.6	1	0	0	0	24	222	0.8	469.900142867118	j	1	1	1
0	2	0.4	0.4	0.8	0.4	1	0	0	0	24	223	0.4	340.369244106114	j	1	0	0
1	1	0.4	0.2	0.6	0.4	0	5	1	1	24	224	0.2	336.367859970778	j	1	1	0
0	2	0.6	-0	0.4	0.8	0	1	1	0	24	225	0.6	445.422952994704	k	2	0	1
1	2	0.6	1	0.6	0.2	0	0	0	1	24	226	1	443.079007789493	j	1	1	0
0	2	1	0.6	1	0.6	0	0	0	0	24	227	0.6	591.719017829746	j	1	1	1
1	1	0.2	0.6	0.2	0.4	1	3	1	1	24	228	0.2	516.608342062682	k	2	0	0
0	2	0.6	0.4	0.6	1	1	1	1	0	24	229	0.4	409.72193563357	j	1	1	1
1	1	0.4	1	0.2	0.6	1	1	1	1	24	230	1	334.750242996961	j	1	1	0
1	1	0	0.6	1	0.4	1	0	0	1	24	231	0.6	372.251781634986	j	1	1	1
0	2	0.4	0.6	0.4	0.2	1	2	1	1	24	232	0.6	416.506407782435	j	1	1	1
0	1	0	0.6	0.6	1	1	1	1	0	24	233	0.6	543.268207926303	k	2	1	1
1	2	0.8	0.4	0.6	0.6	1	1	1	1	24	234	0.4	451.101128011942	j	1	1	1
0	1	0.2	0.2	0.6	0.6	0	1	1	1	24	235	0.2	488.799696788192	k	2	1	1
0	2	0.4	0.2	0.4	0.6	1	1	1	1	24	236	0.4	566.312384791672	k	2	0	0
1	1	0.6	0.6	0.2	0.4	0	1	1	1	24	237	0.6	362.93207295239	j	1	0	0
0	1	1	0.8	0.6	0.4	1	0	0	1	24	238	1	463.718048296869	j	1	0	1
1	1	0	0.6	1	0.6	0	0	0	0	24	239	0	644.357592798769	j	1	0	1
0	1	0	0.6	0	1	1	0	0	0	24	240	0	382.243047934026	j	1	0	1
1	1	0	0.4	0	0	0	0	0	0	24	241	0.4	615.542151033878	k	2	1	0
0	2	0.4	0.4	0.4	0.2	0	5	1	1	24	242	0.4	653.816665057093	k	2	1	0
1	1	0	0.6	0.4	0	1	1	1	0	24	243	0.6	634.02906479314	j	1	1	1
0	1	0	0.4	0.6	0.4	1	0	0	1	24	244	0.4	767.378895077854	k	2	1	1
1	2	0.6	0.6	0.4	0.4	0	2	1	1	24	245	0.6	499.788568820804	j	1	1	1
0	1	0.2	1	0.4	0.6	0	1	1	0	24	246	0.2	384.749420918524	j	1	0	0
0	1	0.6	0.6	0.2	0.6	0	0	0	1	24	247	0.6	462.236887775362	j	1	0	1
1	1	0.2	0.2	0.6	0.2	0	0	0	0	24	248	0.2	467.34132617712	k	2	0	NaN
1	2	0.6	0	0.6	0.4	0	3	1	1	24	249	0	767.902755178511	j	1	1	1
0	2	0.6	0.4	0	0.2	1	0	0	1	24	250	0.4	692.947530187666	j	1	1	1
1	1	0.6	0.6	0.2	0.6	1	2	1	0	24	251	NaN	NaN	NaN	NaN	NaN	0
1	1	0.2	0.6	NaN	0.4	1	0	0	1	24	252	0.6	496.903144754469	j	1	1	0
1	1	0.2	0.8	0.6	NaN	1	0	0	0	24	253	0.8	324.990697670728	k	2	1	1
0	1	1	0.6	0.8	0.6	1	0	0	0	24	254	0.6	466.866458766162	j	1	1	1
1	2	1	0.6	0.4	0	1	4	1	0	24	255	0.6	575.566694140434	k	2	1	1
0	1	0.4	0.6	0.6	0.8	0	1	1	0	24	256	0.6	411.557666957378	k	2	1	1
0	1	0.6	0.2	0.6	0.6	0	0	0	1	24	257	0.2	352.951257955283	k	2	1	1
0	2	0.6	0.4	0.6	0.6	1	2	1	1	24	258	0.6	358.409172855318	j	1	0	0
1	2	1	0.6	0.6	0.2	0	0	0	1	24	259	1	403.424869757146	k	2	0	1
1	1	0	0.4	0.2	0.6	0	2	1	0	24	260	0	776.811504270881	j	1	0	NaN
1	2	0.6	0.2	1	0.6	0	1	1	0	24	261	0.2	772.593734785914	k	2	1	0
1	2	0.8	0.8	0.2	0	1	0	0	1	24	262	0.8	930.992675945163	j	1	0	0
1	2	0.6	-0	0.8	0.2	1	0	0	0	24	263	0.6	488.037682138383	j	1	0	1
1	1	0.2	0.4	0	1	1	3	1	1	24	264	NaN	NaN	NaN	NaN	NaN	0
1	1	0.4	0.8	NaN	0.6	1	0	0	1	24	265	0.4	241.500175092369	j	1	0	0
0	2	0.6	0.4	0.6	0.8	1	2	1	0	24	266	0.6	446.920330170542	j	1	0	1
0	2	0.2	0	0.6	0.4	1	0	0	1	24	267	0.2	668.236257974058	k	2	0	NaN
0	2	0.6	0	0.2	0.6	1	0	0	0	24	268	NaN	NaN	NaN	NaN	NaN	0
0	1	0.2	0	0.4	NaN	1	3	1	0	24	269	0.2	543.100996874273	k	2	0	1
0	2	0	0.4	NaN	0.2	0	1	1	0	24	270	0	363.717699889094	j	1	0	0
0	1	0.6	0	0.2	NaN	0	1	1	1	24	271	0	429.064276628196	j	1	1	0
0	2	-0	0.2	0	0.2	0	1	1	1	24	272	-0	477.413319982588	j	1	0	1
1	1	0.6	0	0	0	0	1	1	1	24	273	0.6	359.722461085767	j	1	0	0
1	1	0.4	0	0.6	-0	1	0	0	1	24	274	0.4	477.534008212388	j	1	0	1
1	1	0.8	0.4	0.4	0.6	1	0	0	0	24	275	0.8	402.827944140881	j	1	0	1
0	2	0.2	0.4	-0	0	0	3	1	1	24	276	0.4	503.905836958438	k	2	1	0
0	2	0	0.4	0.4	0.8	0	0	0	1	24	277	0.4	533.298780210316	k	2	1	1
1	2	0.2	0.4	0.4	0.4	0	0	0	0	24	278	0.4	571.185199078172	j	1	1	1
1	1	0.6	0	0.8	0.4	1	3	1	0	24	279	0.6	529.024736024439	j	1	0	1
1	2	0.6	0.6	0.4	0.4	0	1	1	0	24	280	0.6	316.730974707752	j	1	1	1
1	2	0.2	0.8	0.6	0.6	1	0	0	1	24	281	0.2	464.799890294671	j	1	0	0
1	1	1	-0	0.6	0.4	1	2	1	1	24	282	1	550.072838086635	k	2	0	1
0	1	0.8	-0	1	0.2	1	0	0	1	24	283	0.8	546.850840095431	j	1	0	1
0	1	1	0.4	0.8	1	0	0	0	0	24	284	1	392.982929944992	j	1	0	1
0	1	0.4	0	1	0.8	0	0	0	0	24	285	0.4	390.16122603789	k	2	0	1
1	2	0.2	0.8	0.2	0.6	1	4	1	0	24	286	0.2	595.165885053575	j	1	0	1
1	2	0.2	0.4	0.2	0.4	1	0	0	1	24	287	0.2	191.653850954026	j	1	0	1
0	2	0	0.6	0.2	0.2	0	0	0	0	24	288	0.6	381.221359129995	k	2	1	0
