MatOldNew	PairNum	Deck1Feedback	Deck2Feedback	Pay1Back	Pay1BackTrial	Mat1Back	DelayDecks	SwitchDecks	Switch1Back	Sub	Trial	RT	Resp	ChosenSide	choice	Stay
1	2	1	0.6	0.6	0.4	1	0	0	1	5	348	426.22814400238	k	2	0	1
1	2	0.4	0.8	1	0.6	0	0	0	0	5	349	400.562563008862	k	2	0	1
0	1	0.2	0.2	0.4	0.2	0	3	1	0	5	350	500.288951996481	k	2	0	1
0	2	0.6	0.6	0.4	1	0	1	1	0	5	351	435.123379022116	k	2	0	1
1	2	0.8	0.2	0.6	0.2	0	0	0	1	5	352	431.231769005535	k	2	0	1
0	1	0.6	0.4	0.2	0.4	0	2	1	1	5	353	458.808829978807	j	1	0	1
0	2	0.4	0.6	0.8	0.6	0	1	1	0	5	354	488.235147990054	j	1	0	1
0	1	0.6	0	0.6	0.8	0	1	1	1	5	355	470.101273996988	j	1	0	1
1	1	0.4	0.2	0.6	0.4	0	0	0	1	5	356	439.624707010807	j	1	0	1
1	1	0.2	0	0.4	0.6	1	0	0	0	5	357	630.965763004497	k	2	1	0
0	2	0.4	0.4	0.4	0.6	1	3	1	1	5	358	579.179608990671	j	1	0	1
1	1	-0	0.6	0	0.4	1	1	1	0	5	359	417.441598983714	j	1	0	0
0	2	0.6	0	0.4	0	1	1	1	1	5	360	422.101547999773	j	1	0	1
1	1	0.8	0.6	NaN	NaN	NaN	NaN	NaN	NaN	6	1	531.243473000359	j	1	0	NaN
0	1	0.6	0.2	0.8	NaN	1	0	0	NaN	6	2	474.760985991452	k	2	1	0
1	2	0.6	0	NaN	NaN	NaN	2	1	NaN	6	3	436.26471600146	k	2	1	NaN
0	1	0.8	1	0.2	0.8	0	1	1	0	6	4	355.797573982272	j	1	1	1
1	1	0.2	0.8	1	0	0	0	0	1	6	5	478.262863995042	j	1	0	0
0	1	0.8	-0	0.2	1	1	0	0	0	6	6	616.833789012162	j	1	0	1
0	2	0.2	0.4	0	0.2	1	3	1	1	6	7	442.632257007062	k	2	1	1
1	1	0.2	0.6	0.8	0.2	0	1	1	0	6	8	317.658798012417	k	2	1	0
1	1	0.6	0.6	0.6	0.4	1	0	0	1	6	9	643.220775993541	j	1	0	0
0	1	0.8	0.6	0.6	0.6	1	0	0	0	6	10	367.364489007741	j	1	0	1
1	2	0.8	-0	0.4	0.8	0	3	1	1	6	11	448.908295977162	k	2	1	1
1	2	0.6	0.4	-0	0.8	0	0	0	1	6	12	369.947229017271	k	2	0	0
0	1	0	0.4	0.8	0.6	0	2	1	0	6	13	450.113275990589	k	2	0	1
0	2	0.2	0.8	0.6	-0	1	1	1	0	6	14	428.612201008946	k	2	0	1
1	2	0.2	0.6	0.2	0	0	0	0	1	6	15	276.815580989933	j	1	1	0
1	1	0.4	0.2	0	0.6	0	2	1	1	6	16	406.478899007197	j	1	1	0
0	1	0	0.4	0.2	0.6	1	0	0	1	6	17	294.328119984129	j	1	1	1
1	2	0.2	0.6	0.6	0.2	1	2	1	0	6	18	329.223125998396	k	2	1	1
1	2	0.6	1	0.6	0.4	1	0	0	1	6	19	355.358808010351	j	1	1	1
0	2	0.6	0.4	1	0.6	0	0	0	0	6	20	442.662339017261	k	2	0	0
0	1	0.4	0.2	0.4	0.2	0	3	1	0	6	21	572.708149993559	j	1	1	1
1	2	0.6	0.6	0.6	1	0	1	1	0	6	22	404.676956997719	k	2	0	1
0	2	0.4	0.6	0.6	0.2	1	0	0	1	6	23	446.439011982875	k	2	0	1
1	1	0.6	-0	0.2	0.6	0	2	1	1	6	24	431.544179999037	k	2	0	0
1	1	0.4	0.6	0.6	0.4	1	0	0	1	6	25	409.138096991228	k	2	0	1
0	2	0.8	0.8	0.4	0.6	0	2	1	0	6	26	427.158295991831	j	1	0	1
1	1	0.2	0.8	0.4	0.6	1	1	1	0	6	27	405.151013022987	j	1	0	1
0	1	0.2	0.6	0.2	0.8	1	0	0	1	6	28	335.089985979721	j	1	0	1
0	2	0.4	0.4	0.8	0.4	0	2	1	1	6	29	377.062079001917	k	2	1	0
0	1	0	0.6	0.2	0.2	0	1	1	0	6	30	352.483357011806	k	2	0	1
1	2	0.2	0.6	0.4	0.2	1	1	1	1	6	31	329.970541992225	j	1	1	1
1	1	0.6	0.6	0	0.4	0	1	1	1	6	32	602.931066998281	j	1	1	0
0	2	0.4	0.8	0.6	0	1	1	1	1	6	33	340.976241015596	j	1	1	1
0	1	0.4	0.4	0.6	0.6	1	1	1	1	6	34	326.160708995303	j	1	0	0
0	2	0.6	0.6	0.8	0.6	1	1	1	1	6	35	335.704416007502	k	2	1	1
0	1	0	0.4	0.4	0.8	0	1	1	1	6	36	456.880202982575	k	2	1	0
1	2	0.8	0.4	0.6	0.4	0	1	1	1	6	37	387.704199994914	j	1	1	1
1	2	0.6	0.6	0.4	0.4	0	0	0	1	6	38	322.705546015641	k	2	1	1
1	2	0.2	0.4	0.6	0.4	1	0	0	0	6	39	404.774866008665	j	1	1	1
1	1	0.4	0.2	0.4	0.6	0	3	1	1	6	40	404.690689989366	j	1	1	1
1	2	0.4	0.8	0.4	0.6	0	1	1	0	6	41	312.297460011905	k	2	0	0
1	1	0.2	0.4	0.2	0.4	1	1	1	1	6	42	361.391912010731	k	2	0	0
1	1	0.2	0	0.2	0.4	1	0	0	1	6	43	312.922709999839	k	2	1	0
1	2	0.4	0.4	0.4	0.2	0	2	1	1	6	44	339.503523020539	j	1	1	0
1	2	0.2	0.6	0.4	0	1	0	0	1	6	45	365.529384987894	k	2	0	0
1	2	0.2	0.4	0.2	0.4	1	0	0	0	6	46	494.180293986574	j	1	1	0
1	1	0.2	0.2	0	0.2	1	3	1	0	6	47	448.190302005969	j	1	0	0
1	2	-0	0.4	0.4	0.2	1	1	1	0	6	48	378.289966000011	j	1	0	0
1	2	0.8	0.6	-0	0.2	1	0	0	1	6	49	401.103262003744	k	2	1	0
0	1	0	0.2	0.2	0.4	1	2	1	1	6	50	401.919500989607	k	2	1	0
0	2	0	0.2	0.6	-0	0	1	1	0	6	51	347.174004011322	j	1	0	0
0	1	0.6	0.4	0.2	0.6	0	1	1	1	6	52	398.056582984282	j	1	1	1
0	1	0.8	0.4	0.4	0	0	0	0	1	6	53	414.902363001602	j	1	0	0
1	1	0.4	0	0.8	0.4	0	0	0	0	6	54	391.908869001782	j	1	0	1
1	2	0.4	-0	0	0.2	0	3	1	1	6	55	467.127257026732	j	1	1	0
0	2	0	0.6	-0	0.4	0	0	0	1	6	56	427.193912997609	k	2	1	1
1	2	0.4	-0	0.6	-0	1	0	0	0	6	57	675.412787997629	j	1	1	1
1	1	1	0.4	0.4	0.8	1	3	1	0	6	58	414.897987997392	k	2	0	1
0	1	0.4	0.6	1	-0	1	0	0	1	6	59	406.750238995301	k	2	0	1
0	2	0.6	0.8	-0	0.6	1	2	1	0	6	60	576.593063975452	k	2	0	0
1	2	0.8	0	0.6	0.4	0	0	0	1	6	61	698.090081976261	j	1	1	0
0	1	0.4	0.2	0.4	1	0	2	1	0	6	62	843.433407979319	j	1	0	1
1	1	0.6	0	0.4	0	0	0	0	1	6	63	542.179574986221	k	2	1	0
0	2	0.8	0.6	0	0.6	0	2	1	0	6	64	582.141759019578	j	1	0	0
1	1	0.6	-0	0	0.4	1	1	1	0	6	65	496.520790009527	j	1	0	0
1	2	0.4	0.4	0.8	0	1	1	1	1	6	66	600.401898991549	k	2	0	1
0	2	0.4	-0	0.4	0.6	1	0	0	1	6	67	633.167702995706	k	2	0	1
0	2	0.6	0.6	0.4	0.4	1	0	0	0	6	68	621.463435993064	k	2	0	1
1	1	1	0	0.6	0.8	1	3	1	1	6	69	532.919352001045	k	2	0	1
1	1	0.6	0	1	0.6	1	0	0	1	6	70	478.297420981107	k	2	0	1
1	1	0.6	0.8	0.6	1	1	0	0	0	6	71	454.61408799747	k	2	0	1
1	2	0.4	0.2	0.6	0.4	1	3	1	0	6	72	911.793702020077	j	1	0	1
0	1	0.8	0.4	0.6	0.6	1	1	1	0	6	73	915.680784994038	j	1	0	1
1	2	0.6	0.4	0.4	0.6	1	1	1	1	6	74	450.745375012048	k	2	1	0
1	2	0.6	0.6	0.4	0.8	0	0	0	1	6	75	685.051146021578	k	2	0	0
1	2	0.4	0	0.6	0.4	1	0	0	0	6	76	717.251653026324	j	1	0	1
1	2	0.4	1	0.4	0.6	0	0	0	0	6	77	583.905343984952	k	2	0	1
0	2	0.8	0	0.4	0.4	1	0	0	0	6	78	602.063911996083	k	2	1	0
1	1	0.6	0.4	0.8	0.4	0	5	1	1	6	79	420.165491988882	j	1	0	NaN
0	1	0	0.2	0.6	0	1	0	0	1	6	80	NaN	NaN	NaN	NaN	0
1	1	0.4	0.4	NaN	0.6	0	0	0	0	6	81	486.04894199525	j	1	0	0
0	2	0.6	0.2	0	0.4	1	3	1	0	6	82	559.632400982082	j	1	0	0
1	2	0.4	0.4	0.6	0.4	0	0	0	1	6	83	478.430605988251	j	1	0	1
0	2	0.8	1	0.4	0.6	0	0	0	0	6	84	521.862927998882	j	1	0	1
0	2	0.2	0.2	0.8	0.4	0	0	0	0	6	85	449.69988099183	j	1	0	1
1	1	0.6	0.6	0.4	NaN	1	4	1	0	6	86	404.384691995801	j	1	0	1
0	2	0.2	0.4	0.2	0.8	1	1	1	0	6	87	372.640447021695	j	1	0	1
1	2	1	0.6	0.2	0.6	0	0	0	1	6	88	485.397989978082	j	1	0	1
0	1	0.8	0.8	0.6	0.2	1	2	1	1	6	89	480.183690000558	k	2	0	1
0	2	1	0.6	1	0.2	1	1	1	0	6	90	538.782440009527	j	1	0	1
0	1	-0	0.6	0.8	1	0	1	1	1	6	91	478.638570988551	k	2	0	1
0	1	0.6	0.4	-0	1	0	0	0	1	6	92	577.301279001404	k	2	0	1
1	2	0.8	0.4	1	0.8	0	2	1	1	6	93	424.980739975581	k	2	0	1
1	1	0.2	0.2	0.6	-0	0	1	1	0	6	94	584.695316996658	j	1	0	1
0	2	0.4	0.2	0.8	0.6	0	1	1	1	6	95	395.464696979616	k	2	0	1
0	1	0	0.8	0.2	0.8	1	1	1	1	6	96	730.3267410025	j	1	1	0
1	2	0.4	1	0.4	0.2	1	1	1	1	6	97	615.247420006199	j	1	0	1
1	1	0	-0	0.8	0.4	0	1	1	1	6	98	431.362051022006	j	1	1	1
0	1	-0	1	-0	0.4	1	0	0	1	6	99	422.748334007338	j	1	1	1
0	1	0.2	0.8	1	-0	0	0	0	0	6	100	841.80343002663	k	2	1	1
1	2	0.6	0.2	0.4	0.8	0	3	1	1	6	101	387.179259996628	k	2	0	1
1	2	0	0.6	0.6	0.8	1	0	0	1	6	102	492.367188999197	j	1	0	1
0	2	0	0.6	0	0.6	1	0	0	0	6	103	461.833314009709	k	2	0	1
1	1	0.6	0.6	0.8	1	0	3	1	0	6	104	415.791887993691	j	1	1	1
1	2	0.6	0.6	0	0	0	1	1	0	6	105	400.020308996318	j	1	1	0
1	2	0.2	0.6	0.6	0.6	0	0	0	1	6	106	432.988087006379	k	2	1	1
0	1	0.4	0.2	0.6	0	1	2	1	1	6	107	403.425781987607	j	1	1	1
1	1	0.6	0.4	0.2	0.6	0	0	0	1	6	108	531.685433990788	k	2	1	1
1	2	0.4	1	0.6	0.6	1	2	1	0	6	109	492.305027990369	k	2	1	1
1	1	1	0.4	0.4	0.2	1	1	1	0	6	110	406.797679985175	k	2	1	1
1	2	0.4	1	1	0.4	0	1	1	1	6	111	400.363401015056	k	2	1	1
0	1	0.6	-0	0.4	1	1	1	1	1	6	112	450.561103993095	k	2	1	1
1	2	0.2	0.8	1	0.4	0	1	1	1	6	113	412.276860006386	k	2	1	1
0	1	0.4	0.6	-0	1	0	1	1	1	6	114	508.926709007937	j	1	0	0
1	1	1	0	0.4	0.8	0	0	0	1	6	115	445.429858984426	j	1	0	1
0	1	0.4	0	1	0.4	1	0	0	0	6	116	415.971092006657	j	1	0	1
0	2	0.4	0	0.8	-0	1	3	1	1	6	117	440.063718007877	k	2	1	1
0	2	0.4	0.6	0	0.4	1	0	0	1	6	118	532.213572005276	j	1	0	0
1	2	0.4	0.8	0.4	0	1	0	0	0	6	119	787.932633014861	j	1	1	0
0	1	0.4	0.2	0.4	1	0	3	1	0	6	120	460.763979994226	j	1	0	1
1	1	0	0	0.4	0.8	0	0	0	1	6	121	485.406469000736	k	2	0	1
0	2	0	0.4	0.8	0.4	1	2	1	0	6	122	392.386356979841	k	2	1	1
1	2	0	0.2	0.4	0	1	0	0	1	6	123	768.958658009069	j	1	1	1
1	2	0.4	0.2	0.2	0.4	1	0	0	0	6	124	792.279586981749	j	1	1	1
1	2	0	0.4	0.2	0.2	1	0	0	0	6	125	705.752942012623	j	1	0	0
1	1	0.2	0.6	0	0.4	1	4	1	0	6	126	556.617605994688	k	2	0	1
1	1	0.4	-0	0.2	0	1	0	0	1	6	127	629.6130779956	k	2	0	1
1	1	0	0.6	0.4	0.2	1	0	0	0	6	128	350.462457019603	j	1	1	0
1	1	0.2	0.2	0.6	0.4	1	0	0	0	6	129	490.24914301117	j	1	1	1
0	2	0	0	0	0.2	0	4	1	0	6	130	346.318455995061	k	2	0	1
1	1	0.4	0.4	0.2	0.6	1	1	1	0	6	131	388.790647994028	j	1	1	1
1	1	0.6	0.4	0.4	0	1	0	0	1	6	132	493.50207200041	j	1	1	1
0	1	0.8	0.4	0.4	0.4	1	0	0	0	6	133	479.196250002133	j	1	1	1
1	2	-0	0.2	0	0.2	1	3	1	1	6	134	413.664088991936	j	1	1	0
1	1	0.6	0.6	0.4	0.4	0	1	1	0	6	135	352.970195002854	j	1	1	1
1	1	0.6	0.8	0.6	0.2	1	0	0	1	6	136	364.440878009191	j	1	1	1
1	2	0	0.2	0.2	0.4	1	2	1	1	6	137	419.872044993099	k	2	1	1
0	1	0.2	0.4	0.8	0.6	1	1	1	0	6	138	548.957056977088	k	2	1	1
1	1	0.8	0.4	0.4	0.2	0	0	0	1	6	139	621.136317000492	k	2	1	1
0	1	0	1	0.4	0.4	1	0	0	0	6	140	575.258283002768	j	1	1	1
1	1	0.6	0.4	1	0.4	0	0	0	0	6	141	502.997350005899	k	2	1	1
1	1	0.8	0.8	0.4	1	1	0	0	0	6	142	489.173478999874	j	1	1	1
0	2	0	0.4	0.2	0.8	0	5	1	1	6	143	746.706011996139	k	2	0	0
0	2	0.4	-0	0	0.8	1	0	0	1	6	144	516.740824998124	j	1	0	1
0	1	1	0.4	0.8	0.4	1	2	1	0	6	145	502.602098975331	k	2	1	1
1	1	0.6	0.4	0.4	0.4	0	0	0	1	6	146	590.966670017224	k	2	1	1
0	1	0.4	0.6	0.4	0.4	1	0	0	0	6	147	459.030890022404	j	1	1	NaN
1	2	0.2	0.8	0.4	0	0	3	1	0	6	148	392.567180009792	j	1	1	0
0	2	0.2	1	0.8	0.6	1	0	0	1	6	149	441.528824012494	j	1	1	1
1	1	0.8	-0	0.6	0.4	0	2	1	0	6	150	NaN	NaN	NaN	NaN	0
0	1	-0	0.2	NaN	1	1	0	0	1	6	151	564.599548000842	j	1	1	0
1	1	0.4	0.4	0.2	NaN	0	0	0	0	6	152	622.068883007159	k	2	1	1
0	2	0.4	0	1	0.8	1	3	1	0	6	153	591.932071023621	j	1	1	1
0	2	0.2	0.2	0	0.4	0	0	0	1	6	154	601.279593014624	k	2	1	1
1	2	0.2	0.4	0.2	0	1	0	0	0	6	155	645.596677000867	j	1	1	1
0	2	0.4	0.6	0.4	0.2	0	0	0	0	6	156	386.853228003019	k	2	0	0
1	2	0	0.8	0.4	0.4	1	0	0	0	6	157	742.495765996864	j	1	0	1
1	1	0.8	0.4	0.4	0.2	1	5	1	0	6	158	407.935347000603	j	1	0	0
1	1	1	0.4	0.8	0	1	0	0	1	6	159	481.442496995442	k	2	0	1
1	2	-0	0.2	0	0.4	0	2	1	0	6	160	482.771328010131	j	1	0	NaN
0	2	0	0.6	-0	1	1	0	0	1	6	161	NaN	NaN	NaN	NaN	0
0	2	0.2	0.4	NaN	-0	1	0	0	0	6	162	507.806381996488	j	1	0	0
1	1	0.4	0	1	0.8	1	3	1	0	6	163	454.029710002942	k	2	0	1
1	1	0.6	0.2	0.4	0.2	1	0	0	1	6	164	639.637921005487	j	1	0	1
1	2	0	0.6	0.2	NaN	1	2	1	0	6	165	465.782257990213	k	2	0	1
1	1	0.6	0.2	0.6	0.4	1	1	1	0	6	166	385.492533008801	k	2	0	1
0	2	0.2	1	0	0.6	1	1	1	1	6	167	596.965559001546	k	2	1	0
0	2	0.8	0.8	1	0.6	1	0	0	1	6	168	453.71876101126	k	2	1	1
0	1	0.4	0	0.6	0	1	2	1	1	6	169	367.739990004338	j	1	0	1
0	1	0.6	0.2	0.4	0.8	0	0	0	1	6	170	520.484124019276	j	1	0	1
1	2	0.6	0.6	0.8	1	1	2	1	0	6	171	391.619128000457	j	1	1	1
0	1	0	0.6	0.6	0.4	0	1	1	0	6	172	386.517551989527	j	1	0	1
0	2	0.4	0.2	0.6	0.6	0	1	1	1	6	173	556.741317006527	j	1	1	1
1	1	0.6	-0	0	0.6	0	1	1	1	6	174	509.072093002032	k	2	0	1
0	1	-0	0.2	0.6	0.2	1	0	0	1	6	175	535.784334992059	j	1	1	0
1	1	0.8	0.6	0.2	0.6	0	0	0	0	6	176	608.379893004894	k	2	0	0
0	2	0.4	0.2	0.2	0	0	3	1	1	6	177	385.425059008412	k	2	1	1
1	1	0.6	1	0.8	0.2	1	1	1	0	6	178	451.276077015791	k	2	0	1
1	2	1	0.2	0.2	0.8	0	1	1	1	6	179	418.27252501389	k	2	0	NaN
0	1	0.2	0.6	0.6	0.2	1	1	1	1	6	180	501.543827005662	k	2	1	0
0	2	0.8	0.4	1	0.6	1	1	1	1	6	181	NaN	NaN	NaN	NaN	0
0	2	0.4	0.4	NaN	0.6	0	0	0	1	6	182	508.928878000006	k	2	1	0
0	2	0.8	1	0.4	NaN	1	0	0	0	6	183	447.40889701643	k	2	1	1
1	2	0.6	0.4	1	0.4	1	0	0	0	6	184	543.71497000102	k	2	1	1
1	1	0.6	0.4	0.6	1	0	4	1	1	6	185	746.511495992308	j	1	1	1
0	2	1	0.6	0.4	1	0	1	1	0	6	186	451.220385992201	j	1	1	1
0	2	0.2	0.2	0.6	0.4	1	0	0	1	6	187	420.059464988299	j	1	1	1
0	2	1	0.6	0.2	0.6	0	0	0	0	6	188	389.814675989328	k	2	0	0
0	1	0.4	0	0.4	0.4	1	3	1	1	6	189	464.161401992897	k	2	1	1
1	2	0.8	0.6	1	0.2	1	1	1	0	6	190	537.984413007507	j	1	0	1
0	2	0.4	0.2	0.8	0	0	0	0	1	6	191	603.594154003076	k	2	0	1
0	2	0.4	0	0.4	0.8	0	0	0	0	6	192	451.190865016542	k	2	0	1
1	1	0.2	0.6	0	1	0	3	1	1	6	193	405.923935002647	k	2	0	0
0	1	0.6	0.4	0.2	0.4	1	0	0	1	6	194	749.703950976254	j	1	0	1
0	1	0.2	1	0.6	0.2	0	0	0	0	6	195	478.177408978809	k	2	0	1
0	2	0.4	0.6	0.4	0.4	0	3	1	0	6	196	415.567780000856	k	2	0	1
0	1	0.6	0.4	0.2	0.6	0	1	1	0	6	197	473.370955995051	k	2	1	0
1	2	0.4	0.6	0.4	0.2	0	1	1	1	6	198	370.544356992468	k	2	1	0
0	1	0.8	-0	0.4	0.4	0	1	1	1	6	199	355.819811986294	k	2	1	1
0	2	0.6	0.6	0.6	0.4	1	1	1	1	6	200	388.616252021166	k	2	1	1
1	1	0	0.6	-0	0.6	0	1	1	1	6	201	287.559800985036	k	2	1	1
1	2	0.6	0.6	0.6	-0	0	1	1	1	6	202	371.653904003324	k	2	1	1
0	1	1	0.8	0.6	0.6	1	1	1	1	6	203	283.678292005789	k	2	1	1
1	1	0.4	0	0.8	0.6	0	0	0	1	6	204	356.463956995867	k	2	1	1
0	1	1	0.6	0	0.8	1	0	0	0	6	205	565.033316001063	j	1	1	1
0	2	0.2	0.2	0.6	0.6	1	3	1	1	6	206	357.916000997648	k	2	1	1
1	2	0	0.4	0.2	0.6	0	0	0	1	6	207	390.93806600431	k	2	0	0
0	2	0	0.2	0	0.2	1	0	0	0	6	208	354.713802982587	k	2	1	0
1	1	0.6	0.6	0.6	0	0	3	1	0	6	209	498.348933993839	j	1	1	1
1	2	0.4	0	0.2	0	0	1	1	0	6	210	370.876543020131	j	1	0	0
1	2	1	0.2	0.4	0.6	0	0	0	1	6	211	604.713565990096	j	1	0	1
0	1	1	0	0.6	0.2	1	2	1	1	6	212	351.649166987045	k	2	1	1
0	1	0.2	0	0	1	0	0	0	1	6	213	630.749746982474	k	2	1	1
1	1	0.4	0.2	0	0	0	0	0	0	6	214	599.819636001484	j	1	0	0
1	1	0.2	0	0.4	0	1	0	0	0	6	215	594.526432018029	j	1	0	1
0	2	0.4	0.2	1	0.4	1	4	1	0	6	216	378.353327978402	j	1	0	1
1	1	0.4	0.4	0.2	0.4	1	1	1	0	6	217	373.556100006681	k	2	0	1
1	2	0.6	0	0.4	0.2	1	1	1	1	6	218	349.000760004856	k	2	0	1
0	2	0.4	-0	0.6	0.4	1	0	0	1	6	219	502.714015019592	k	2	0	1
0	2	0.8	0.2	0.4	0.6	1	0	0	0	6	220	529.037633008556	k	2	1	0
0	2	0.8	0	0.2	0.4	1	0	0	0	6	221	386.894969997229	k	2	0	0
0	2	0.4	0.4	0.8	0.2	0	0	0	0	6	222	491.600287001347	j	1	0	1
1	1	0	0.6	0.4	0.4	1	5	1	1	6	223	371.806562994607	k	2	0	1
1	1	0.2	0.6	0	0.4	1	0	0	1	6	224	743.711995979538	j	1	0	1
0	1	0.2	0	0.2	0	1	0	0	0	6	225	486.03976200684	k	2	1	0
1	1	0.4	1	0	0.2	0	0	0	0	6	226	313.060846005101	k	2	1	1
1	2	0.6	0.6	0.4	0.8	1	4	1	0	6	227	379.219029011438	k	2	1	0
0	2	0.2	0.8	0.6	1	0	0	0	1	6	228	443.426382000325	k	2	1	1
0	1	0.2	0.6	1	0	1	2	1	0	6	229	397.84568498726	j	1	1	1
1	1	0.2	1	0.6	0.8	0	0	0	1	6	230	431.166633003158	k	2	1	1
1	2	0	0.8	0.8	0.6	1	2	1	0	6	231	400.097381992964	k	2	1	1
1	2	0.2	0.8	0.8	1	1	0	0	1	6	232	418.201899999985	k	2	1	1
1	2	-0	0.4	0.8	0.8	1	0	0	0	6	233	507.617802999448	j	1	1	1
1	2	0.8	0.4	0.4	0.8	1	0	0	0	6	234	555.896206991747	j	1	1	1
1	1	0	0	1	0.6	1	4	1	0	6	235	492.730701022083	k	2	1	1
0	2	0.4	0.2	0.4	0.4	1	1	1	0	6	236	607.207228982588	j	1	0	0
1	1	0.4	0.4	0	0.4	1	1	1	1	6	237	488.550460984698	j	1	1	1
1	2	1	0.6	0.4	0	0	1	1	1	6	238	466.309421986807	j	1	0	1
1	1	0	0.4	0.4	0.4	1	1	1	1	6	239	521.428237989312	j	1	1	1
1	2	0.6	0.6	1	0.4	1	1	1	1	6	240	475.27314000763	k	2	0	1
1	1	0	0.4	0.4	1	1	1	1	1	6	241	380.877542018425	k	2	1	1
0	2	0.4	0.4	0.6	0.4	0	1	1	1	6	242	415.482518001227	j	1	0	1
1	2	0.2	0.6	0.4	0.4	0	0	0	1	6	243	791.614163026679	j	1	0	1
0	2	0.2	0.2	0.2	0.4	0	0	0	0	6	244	343.84230102296	k	2	1	0
0	1	0	0.4	0.4	0.6	1	3	1	1	6	245	441.723591997288	k	2	1	1
0	2	0.6	1	0.2	0.2	0	1	1	0	6	246	516.288583021378	j	1	1	1
0	2	1	0.6	1	0.4	0	0	0	1	6	247	563.896484993165	k	2	1	1
1	1	0.2	0.2	0.4	0.2	0	2	1	1	6	248	453.184318001149	k	2	1	1
0	1	-0	0	0.2	0.6	1	0	0	1	6	249	553.0300019891	j	1	1	1
0	1	0	0.6	0	0.2	0	0	0	0	6	250	440.598086017417	k	2	0	0
0	1	0.6	0.8	0	0	0	0	0	0	6	251	433.770879986696	j	1	1	0
0	2	0.8	0.4	0.6	1	0	4	1	0	6	252	403.21559397853	j	1	1	1
1	2	0.8	0.8	0.4	0.8	0	0	0	1	6	253	661.118600983173	j	1	0	0
0	2	1	0.4	0.8	0.4	0	0	0	0	6	254	488.045915000839	j	1	1	0
0	2	1	0.6	0.4	0.8	0	0	0	0	6	255	503.712169011123	j	1	0	0
0	1	0.4	0.8	0.8	0	0	4	1	0	6	256	489.601681998465	j	1	0	0
0	1	0.6	0.4	0.4	1	0	0	0	1	6	257	481.977885006927	k	2	0	1
1	2	0.6	0.4	1	0.4	0	2	1	0	6	258	405.454769002972	k	2	0	1
0	2	1	0.8	0.6	0.6	0	0	0	1	6	259	460.464488016441	k	2	0	1
0	2	0.6	0.6	1	0.6	1	0	0	0	6	260	439.668254985008	k	2	0	1
1	2	0.8	0.2	0.6	1	1	0	0	0	6	261	510.55387899396	k	2	0	1
0	1	0.4	0.4	0.6	0.4	0	4	1	0	6	262	417.942379019223	j	1	0	1
0	1	0	0	0.4	0.8	0	0	0	1	6	263	595.884862996172	j	1	0	1
1	2	0.6	0.4	0.8	0.6	0	2	1	0	6	264	388.101863994962	k	2	0	1
0	2	0.4	0.6	0.6	0	0	0	0	1	6	265	398.209570004838	j	1	0	1
0	1	0.2	0.4	0	0.4	0	2	1	0	6	266	343.672436021734	k	2	1	0
0	1	0.2	0	0.4	0.4	0	0	0	1	6	267	442.047236021608	k	2	1	1
0	2	0.6	0	0.4	0.6	1	2	1	0	6	268	497.832107008435	k	2	0	1
0	1	0.2	0	0	0.4	0	1	1	0	6	269	300.078610976925	k	2	1	1
1	2	0	0.4	0.6	0	0	1	1	1	6	270	586.766527994769	j	1	0	1
0	1	0.6	0	0	0.6	0	1	1	1	6	271	573.097025015159	j	1	0	0
1	2	-0	0.2	0	0	0	1	1	1	6	272	453.20483398973	j	1	1	0
0	2	0	0	0.2	0.6	0	0	0	1	6	273	414.598030009074	k	2	0	0
0	2	0	0	0	0.2	1	0	0	0	6	274	774.791859003017	j	1	0	1
1	1	0.8	0.4	0.6	0	0	3	1	1	6	275	546.746737003559	k	2	0	1
1	1	0.8	0.2	0.8	0	1	0	0	1	6	276	546.956331003457	j	1	0	1
0	1	0	0.2	0.8	0.8	1	0	0	0	6	277	516.645176016027	k	2	0	1
0	2	0.2	0.4	0	0	0	3	1	0	6	278	567.389444011496	j	1	1	0
0	1	0.6	0	0	0.8	0	1	1	0	6	279	311.897962994408	k	2	0	1
1	2	0.6	0.6	0.4	0	0	1	1	1	6	280	497.491220012307	j	1	1	1
1	2	0.2	0.8	0.6	0.6	1	0	0	1	6	281	578.987259010319	j	1	0	0
1	1	1	-0	0.6	0.4	0	2	1	1	6	282	546.839921997162	j	1	0	1
0	1	0.8	-0	1	0.2	1	0	0	1	6	283	580.225137004163	k	2	0	1
0	1	1	0.4	0.8	1	0	0	0	0	6	284	476.125973014859	j	1	0	1
1	2	0.2	0.4	0.2	0.6	0	3	1	0	6	285	382.666689023608	k	2	1	0
0	1	0.4	0.4	1	0.8	0	1	1	0	6	286	449.662986997282	j	1	0	1
1	2	0.2	0.4	0.4	1	1	1	1	1	6	287	376.305696991039	k	2	1	1
1	2	0	0.6	0.4	0.4	1	0	0	1	6	288	506.25507501536	k	2	1	1
1	1	1	0.4	0.4	0.4	0	2	1	1	6	289	437.142582988599	k	2	1	0
0	1	0.4	0.6	0.4	0.6	1	0	0	1	6	290	549.190170015208	k	2	1	1
0	2	0	0.8	0.6	0.4	0	2	1	0	6	291	375.803933013231	j	1	1	1
1	2	-0	0.8	0.8	0.6	1	0	0	1	6	292	351.238639996154	k	2	1	1
1	2	0.8	1	0.8	0.8	0	0	0	0	6	293	321.340145979775	k	2	1	1
